purchase_id,good_id,amount,was_in_recommended_goods
56749,50,1,False
56749,55,1,False
56749,93,1,True
71314,87,1,False
71314,5,1,False
71314,58,2,True
71314,44,1,True
71314,21,1,False
11596,15,1,False
11596,93,1,False
11596,64,1,True
11596,85,1,False
11596,74,1,True
11596,21,2,False
11596,65,1,False
11596,6,1,False
11596,64,1,False
11596,51,1,True
11596,70,2,False
11596,73,1,True
11596,21,1,False
11596,94,1,False
11596,19,1,False
11596,32,1,False
11596,76,1,False
15353,31,1,False
15353,33,3,False
15353,67,1,False
15353,76,1,True
15353,69,1,False
15353,68,1,False
15353,92,1,False
15353,21,2,True
15353,84,1,False
15353,22,1,False
15353,37,1,False
15353,17,1,True
15353,64,1,False
15353,27,1,False
15353,94,1,False
15353,89,1,False
15353,41,1,True
27904,84,1,False
27904,13,1,True
27904,36,1,False
27904,46,1,True
37068,37,1,True
37068,98,1,False
37068,52,1,True
37068,13,1,False
37068,35,1,False
44309,47,1,False
44309,90,2,True
47201,17,2,False
47201,56,1,False
66129,27,1,True
66129,23,1,True
66129,14,1,False
66129,30,1,False
66129,87,1,True
7519,56,1,False
19028,97,1,True
27014,99,1,True
27014,76,1,True
27014,81,1,False
51342,38,3,True
51342,75,1,True
51342,58,1,False
51342,94,1,False
51342,28,1,True
51342,6,1,False
59493,17,1,False
60015,31,2,False
60015,66,1,False
60015,86,1,False
60015,63,1,False
60015,58,1,False
72348,54,2,True
72348,40,2,False
72348,34,1,False
72348,47,1,False
72348,83,1,False
72348,67,1,False
72348,2,1,False
72348,71,2,False
72348,79,1,False
4756,1,1,False
4756,65,1,True
4756,79,1,False
4756,5,1,False
43646,36,1,False
43646,26,1,False
48943,49,2,True
16,85,1,False
16,67,1,False
25307,93,1,False
25307,9,1,False
37904,90,1,False
46361,49,1,False
70053,83,1,False
70053,9,1,False
70053,67,1,False
70053,44,2,True
70053,76,1,True
70053,60,1,False
70053,73,1,True
70053,19,1,False
2698,19,1,False
12704,92,2,False
12704,60,1,True
12704,80,3,True
12704,2,1,True
12704,59,1,True
12704,45,1,False
12704,25,1,False
20541,76,1,False
20541,32,1,False
20541,69,1,True
20541,84,1,False
20541,56,1,False
20541,81,1,False
44287,2,1,False
47019,76,2,True
64081,80,1,False
5581,73,1,False
5581,25,2,False
5581,59,1,True
7704,81,2,True
22038,78,1,True
22038,93,1,False
25082,50,1,False
58081,54,1,False
58081,29,1,False
58081,58,1,False
58081,22,1,False
58081,68,1,False
58081,42,1,True
58081,69,1,False
58081,60,1,False
58081,63,1,True
58081,99,2,False
58081,92,2,False
58081,47,1,True
64241,42,3,False
64241,73,2,False
64241,17,1,False
70183,99,1,True
70183,73,1,True
70183,67,1,True
70183,95,1,False
70183,31,1,False
15136,26,1,True
15136,79,1,False
15136,67,1,True
15136,70,1,False
15136,57,2,False
15136,99,1,False
15136,14,1,False
53133,8,1,False
61327,37,2,True
61327,93,1,False
61327,25,1,True
61327,38,1,False
61327,67,2,True
61327,78,1,True
61327,15,1,False
61327,71,1,False
23984,89,2,False
55340,54,1,False
55340,11,2,False
63352,97,1,False
73938,91,1,False
73938,56,1,True
73938,47,1,False
73938,92,1,False
14441,31,1,False
16841,88,1,False
29597,81,1,False
29597,68,1,False
64735,88,1,False
64735,95,1,True
64735,48,1,False
10895,50,1,False
49825,16,2,False
49825,73,1,False
49825,19,1,False
49825,99,1,True
49825,52,1,True
49825,91,1,False
49825,30,1,True
17715,48,1,False
17715,36,2,False
17715,99,1,False
17715,59,1,True
17715,8,1,False
17715,68,1,True
17715,70,1,False
17715,5,1,True
37404,65,2,False
37404,37,1,False
37404,53,1,True
37404,86,1,True
37404,49,1,True
37404,84,1,False
37404,91,1,False
37404,6,1,True
37404,78,1,False
41678,30,1,True
41678,76,1,False
41678,61,1,True
41678,5,1,False
41678,36,1,False
46075,56,1,False
46075,52,1,False
46075,98,2,False
46075,59,1,False
4166,76,1,False
4166,67,2,True
4166,4,1,False
4166,3,1,True
4166,43,2,False
19039,44,1,True
26238,50,1,True
26238,98,1,False
26238,67,1,True
26238,47,1,False
26238,22,1,True
26238,70,1,True
26238,61,1,True
26238,17,1,True
29867,38,2,True
29867,76,1,True
29867,15,1,False
29867,61,2,False
29867,98,1,False
52087,7,1,False
52087,93,1,False
52087,61,1,False
52087,97,1,True
52087,76,1,False
52087,56,1,True
52087,22,1,True
52087,30,1,False
52087,11,1,True
52087,28,1,False
52087,30,1,False
52087,41,1,False
11854,75,1,False
16623,67,1,False
24576,44,1,False
74523,88,1,False
16931,9,1,False
16931,39,1,False
16931,5,1,False
36096,68,1,False
36096,73,1,False
36096,90,1,False
36096,12,1,True
36096,50,1,False
36096,64,1,False
36096,81,1,False
36096,27,1,True
47423,85,1,False
47423,92,1,False
47423,50,1,True
47423,35,1,True
47423,76,1,False
47423,86,2,False
61542,99,1,False
61542,83,1,False
61542,27,1,False
61542,4,1,True
61542,13,1,True
61542,9,1,False
61542,79,1,False
61542,87,1,True
61542,78,1,True
67729,99,2,False
67729,93,1,False
67729,78,1,False
494,36,1,False
494,93,1,False
494,49,2,True
8966,7,1,False
8966,36,2,False
22577,29,1,True
48162,8,2,False
48162,62,1,False
55926,39,1,False
55926,38,1,False
55926,93,1,False
1698,11,1,True
1698,97,1,True
1698,92,2,False
1698,23,1,True
1698,95,2,True
23817,67,1,True
23817,48,1,False
34961,23,1,False
39016,70,3,False
39016,92,1,False
39016,19,1,True
48784,38,2,False
48784,92,1,False
59752,36,1,False
8764,19,1,True
8764,17,1,False
8764,99,1,True
8764,23,1,False
8764,64,2,False
8764,31,1,False
8764,71,1,False
8764,9,1,True
17325,42,1,True
17325,68,1,False
17325,14,1,False
17325,43,1,False
46383,13,1,True
46383,34,2,False
46383,66,1,False
46383,9,1,False
46383,49,1,True
46383,31,1,False
46383,91,1,False
46383,87,1,False
46383,87,1,False
46383,25,1,True
46383,72,1,True
46383,69,2,True
46383,61,3,False
65950,63,1,True
65950,35,1,False
65950,41,1,False
65950,67,1,False
4686,51,1,False
20115,44,1,False
20115,59,1,False
20115,13,1,False
20115,39,1,False
20115,4,1,False
20115,19,1,False
20115,3,1,False
20115,87,1,True
20115,34,1,False
20115,23,1,False
20115,11,1,False
29353,68,2,False
29353,70,1,True
29353,28,1,False
29353,97,2,False
29353,69,1,False
29353,87,1,False
29353,99,1,False
29353,31,1,False
38261,14,1,True
53733,38,1,False
65107,18,2,True
65107,14,1,False
65107,76,1,True
19173,68,2,False
19173,36,1,False
19173,93,1,False
19173,19,1,False
19173,83,1,True
19173,22,2,False
19173,86,1,False
19173,91,1,False
19173,54,1,False
29620,22,2,False
57605,70,1,False
57605,65,3,False
70456,35,1,False
10638,53,1,False
10638,83,1,True
10638,32,1,False
10638,71,1,True
10638,81,1,False
10638,62,1,False
10638,13,1,True
10638,98,2,True
10638,92,1,False
20406,68,1,False
20406,99,2,False
20406,22,1,False
20406,70,2,True
20406,42,1,False
20406,73,1,False
20406,65,2,True
37211,23,1,False
37211,8,1,False
37211,89,1,False
37211,98,1,False
37211,15,1,False
37211,43,1,True
58460,28,1,False
67411,81,1,True
67411,49,1,True
67411,22,2,False
67411,95,1,True
67411,66,1,False
17877,46,1,False
17877,19,2,False
17877,73,1,False
27029,7,1,False
27029,38,1,False
27029,91,1,True
32161,1,2,False
53461,3,2,False
53461,83,1,False
53461,35,1,False
53461,93,1,False
53461,63,1,True
63151,22,1,False
63151,41,1,True
63151,93,1,True
63151,46,1,False
70357,31,1,False
70357,62,1,False
2414,68,1,True
2414,25,1,True
2414,74,1,False
2414,50,1,False
2414,61,1,True
2414,28,1,True
2414,17,1,False
2414,3,1,False
2414,72,2,True
9582,81,1,True
21784,65,1,False
21784,43,1,True
21784,47,1,True
21784,66,1,False
21784,67,1,False
21784,84,1,False
21784,9,2,True
21784,32,1,False
21784,58,1,True
21784,18,1,False
21784,99,1,True
21784,50,1,False
21784,14,1,True
164,64,1,False
164,69,1,False
13299,85,1,False
13299,93,1,False
13299,59,1,False
13299,95,1,False
13299,94,2,True
13299,38,1,False
15142,23,1,True
37920,14,1,False
37920,27,1,True
61019,58,1,False
61019,46,1,False
61019,7,1,False
61019,98,1,False
61019,19,1,True
61019,6,1,False
61019,32,1,False
61019,67,1,True
61019,25,2,False
61019,13,1,False
61019,59,1,False
10102,79,1,False
10102,42,1,False
10102,84,1,True
10102,82,1,False
10102,81,1,False
10102,76,1,True
10102,47,1,False
10102,66,1,False
24298,56,1,False
24298,42,1,True
24298,34,1,True
24298,20,1,True
24298,100,1,False
24298,65,3,False
24298,67,1,True
35111,83,1,False
35111,37,1,False
38991,69,1,True
38991,15,1,False
38991,97,1,False
38991,52,1,True
51225,8,1,False
51225,63,1,False
53568,13,1,False
53568,36,1,False
53568,49,1,False
53568,86,1,True
53568,69,1,False
66491,14,1,False
72079,36,2,True
72079,92,1,False
7723,59,1,True
16122,92,1,False
16122,51,1,True
16122,13,2,False
16122,19,2,True
31170,90,1,False
38175,14,2,False
38175,96,1,True
38175,68,1,False
38175,79,1,False
38175,98,1,False
38175,39,2,False
38175,9,1,True
47325,78,1,False
47325,42,1,False
47325,59,1,False
9859,65,1,False
9859,8,1,True
9859,17,1,False
9859,81,1,False
9859,62,1,False
9859,97,1,False
9859,28,1,False
9859,14,1,False
9859,61,1,False
9859,16,1,False
9859,92,1,False
9859,66,1,False
9859,38,1,False
9859,4,1,False
20610,25,1,True
30147,53,1,False
46857,28,1,False
6003,50,1,True
6003,97,1,False
6003,7,1,False
6003,91,1,True
6003,37,1,True
6003,59,1,False
6003,24,1,False
6003,29,1,False
15864,56,1,False
15864,61,1,False
15864,41,1,True
15864,37,1,False
15864,91,1,False
15864,64,1,False
15864,48,1,True
15864,19,1,True
15864,95,1,False
15864,56,1,False
38459,6,1,True
38459,40,1,False
38459,66,2,False
38459,30,1,False
54024,69,2,False
54024,92,1,False
8473,26,1,True
8473,9,1,False
20689,31,1,True
20689,91,1,True
20689,8,1,False
20689,58,1,False
20689,98,1,False
28430,17,1,False
28430,28,1,False
42547,40,1,False
42547,47,1,True
42547,30,1,False
42547,68,1,True
42547,79,1,False
42547,50,1,True
42547,44,1,False
42547,1,2,False
42547,62,1,False
42547,58,1,False
42547,72,1,False
42547,74,1,False
47977,55,1,False
47977,64,2,False
47977,89,1,True
47977,67,1,False
47977,97,1,False
47977,99,1,False
47977,82,1,True
47977,93,1,False
47977,50,1,False
57151,76,1,False
57151,9,1,False
57151,38,1,True
4143,39,1,True
14563,38,2,False
14563,32,1,False
14563,34,1,True
14563,92,2,False
14563,75,1,False
14563,60,1,False
14563,47,1,False
14563,13,1,True
14563,10,1,False
17613,50,1,False
17613,98,1,False
25620,8,3,False
25620,30,2,False
25620,23,1,False
44606,15,1,False
44606,9,2,True
44606,31,1,False
44606,20,1,False
44606,64,1,False
44606,31,1,False
5334,81,1,False
5334,21,1,True
5334,50,1,False
5334,27,2,False
14420,36,1,False
14420,75,1,False
14420,25,1,False
14420,78,1,True
14420,91,2,False
14420,82,1,True
14420,43,1,False
14420,26,1,False
14420,40,1,False
14420,83,1,False
19919,76,1,True
62552,30,1,True
205,62,1,False
8212,81,2,False
36834,28,1,False
44092,55,1,False
47763,10,1,False
47763,95,1,False
47763,78,1,False
47763,25,1,True
47763,16,3,False
47763,38,1,True
47763,87,1,False
47763,31,1,True
47763,91,1,False
47763,53,1,True
64050,42,1,False
71340,27,1,True
71340,28,3,False
71340,43,1,True
71340,50,1,False
71340,36,1,True
7003,1,1,True
7003,58,1,False
7003,99,1,True
7003,64,1,True
7003,91,1,True
7003,27,1,True
7003,17,1,False
7003,82,1,False
7003,50,1,False
11156,4,1,True
11156,81,1,True
29197,16,1,True
49499,73,1,False
49499,98,1,False
49499,51,1,False
49499,33,2,False
49499,62,1,False
49499,53,1,False
59655,37,1,False
59655,15,1,False
59655,94,3,True
59655,4,1,False
59655,11,1,True
59655,14,1,False
59655,28,1,True
59655,64,1,False
61721,79,1,False
1455,48,3,False
16413,34,1,False
16413,31,1,True
16413,83,1,False
40037,16,1,False
40037,61,1,False
40037,58,1,False
40037,41,1,True
40037,94,1,False
40037,43,1,False
40037,47,1,False
50734,64,2,False
50734,5,3,False
50734,17,1,False
50734,88,1,False
50734,81,1,False
67419,5,1,True
67419,53,2,False
67419,100,1,False
67419,44,1,True
67419,13,1,True
67419,25,1,False
67419,69,1,True
67419,60,2,False
67419,60,2,False
67419,82,1,False
67419,66,1,False
67419,22,1,False
67419,50,2,False
67419,5,1,False
67419,70,1,False
2683,9,2,False
17772,68,1,False
17772,39,1,False
17772,58,1,True
17772,60,1,True
17772,70,1,False
17772,69,2,True
42136,97,1,False
42136,84,1,True
72855,93,1,False
72855,51,1,False
72855,75,1,False
3964,31,1,False
3964,53,1,True
3964,71,1,False
3964,63,1,False
3964,4,2,True
3964,87,1,False
31799,14,3,False
41695,54,1,False
47070,67,1,False
67076,37,1,True
41462,4,1,True
41462,84,1,False
41462,27,3,False
41462,70,2,False
41462,19,1,True
64583,1,1,False
64583,75,1,False
64583,64,1,False
64583,41,1,False
64583,35,1,False
64583,11,3,False
9177,62,2,False
9177,18,1,False
9177,73,1,False
9177,65,1,False
9177,64,2,False
9177,22,1,True
9177,13,1,False
9177,54,1,True
9177,1,1,True
23348,29,1,False
23348,63,3,False
23348,72,2,False
23348,41,1,False
23348,73,1,False
23348,84,1,False
23348,100,1,False
23348,67,1,False
23348,70,1,False
66383,44,1,False
70899,49,1,True
70899,16,2,False
70899,97,2,False
70899,34,1,False
10923,70,1,False
21266,52,1,False
49701,4,1,False
74668,47,1,False
74668,73,1,True
74668,46,1,False
74668,94,1,False
74668,67,1,False
74668,75,1,False
15091,19,1,True
15091,92,1,True
15091,46,1,False
15091,88,1,False
15091,47,1,True
24218,49,1,False
24218,35,1,False
24218,3,1,False
24218,19,1,True
24218,91,2,False
24218,60,1,False
24218,23,1,True
24218,54,1,False
24218,93,1,False
24218,17,1,True
10926,33,1,True
10926,58,1,False
10926,56,1,False
10926,69,1,False
10926,13,1,False
10926,47,1,False
15070,65,1,True
15070,93,1,False
15070,66,1,False
15070,21,1,False
15070,85,1,False
15070,10,1,True
15070,67,1,False
58891,50,1,False
58891,91,1,False
58891,3,1,False
58891,22,1,False
58891,25,2,False
4475,46,2,False
4475,48,2,True
4475,95,1,False
4475,4,1,False
4475,6,1,False
4475,75,1,False
4475,17,1,False
24098,14,1,False
31711,80,1,True
31711,33,1,False
31711,70,1,False
41944,44,3,False
41944,79,1,False
41944,66,1,True
41944,97,1,True
41944,94,1,False
41944,83,1,False
41944,2,2,False
45625,62,1,True
45625,83,1,True
67873,78,2,True
67873,69,1,False
67873,93,1,True
67873,29,1,False
9465,89,2,False
9465,78,1,False
9465,49,1,False
9465,21,1,False
9465,15,2,True
24516,57,1,True
24516,18,1,True
24516,92,1,True
24516,28,1,False
24516,25,1,True
24516,58,1,False
35280,44,1,False
35280,81,1,True
35280,65,2,False
35280,4,1,False
35280,47,1,False
35280,72,1,False
35280,100,1,False
35280,44,1,False
35280,47,1,False
35280,82,2,False
35280,11,1,False
35280,33,1,True
35280,55,1,False
35280,20,1,False
35280,25,1,True
35280,6,1,False
43694,60,3,False
43694,82,1,False
43694,68,1,False
49184,78,1,False
49184,11,2,False
49184,93,1,False
49184,75,1,False
49184,81,1,False
49184,22,1,False
64082,75,1,False
64082,38,1,False
64082,68,1,False
64082,64,1,False
64082,21,1,True
64082,97,1,False
64082,18,1,False
64082,55,1,False
64082,44,1,True
64082,92,2,False
64082,65,1,True
64082,63,1,False
64082,73,1,False
64082,53,1,False
64082,86,1,False
64082,5,1,False
64082,1,1,False
71607,12,1,False
71607,36,1,True
71607,79,1,False
71607,100,1,False
71607,7,1,False
12093,87,1,True
12093,44,1,True
12093,38,1,False
12093,93,1,False
67255,99,1,False
67255,33,1,True
67255,46,1,True
67255,17,1,False
67255,64,3,False
67255,70,2,False
67255,97,1,True
67255,61,1,False
67255,94,1,False
67255,63,2,True
67255,93,1,False
67255,68,1,True
67255,99,3,False
69635,32,1,False
69635,45,1,False
12567,34,1,False
21842,82,1,True
21842,52,1,False
21842,35,2,False
21842,5,1,False
21842,42,1,True
21842,30,2,False
27416,97,1,False
27416,90,1,True
27416,37,1,True
34102,73,1,False
44772,92,1,False
44772,8,1,False
44772,4,1,False
44772,71,1,False
44772,56,1,False
44772,19,1,True
44772,10,1,False
44772,49,1,True
19341,26,1,False
23527,6,1,False
23527,17,1,False
23527,9,1,False
23527,37,1,True
23527,32,1,True
33000,3,1,False
45907,65,2,False
60082,54,1,False
60082,60,1,False
60082,31,1,False
68526,28,1,False
68526,35,1,False
3609,92,1,True
3609,99,2,True
3609,17,1,False
3609,25,1,True
3609,78,1,True
3609,27,1,True
3609,29,1,False
13901,76,1,False
13901,3,1,True
13901,36,1,False
13901,98,1,False
13901,62,1,False
15175,82,1,False
15175,54,1,False
15175,59,1,True
15175,42,1,True
15175,76,1,False
15175,61,1,False
15175,37,1,True
15175,48,1,True
25907,59,1,False
25907,19,2,True
25907,68,1,False
25907,100,2,False
25907,70,1,True
25907,49,2,False
25907,90,1,False
25907,11,1,False
25907,22,1,True
25907,69,1,True
25907,93,1,False
25907,66,1,True
25907,99,1,True
25907,31,1,True
25907,22,2,False
25907,100,2,False
25907,70,1,True
25907,89,1,False
25907,67,1,True
50174,62,2,False
55833,61,1,False
63413,21,1,False
63413,16,1,False
63413,37,1,True
958,85,1,True
958,53,1,True
958,64,1,False
23902,33,2,True
45840,52,1,True
64136,28,2,True
64136,62,1,False
64136,14,1,True
64136,92,1,True
64136,58,2,False
64136,49,1,False
64136,97,1,False
64136,70,3,True
64136,30,1,True
64136,66,1,True
64136,14,2,True
5605,6,1,False
9617,38,1,False
20342,84,1,False
20342,5,3,True
20342,76,1,False
20342,62,1,False
38008,16,2,True
58502,75,1,True
67324,9,1,False
67324,59,1,False
67324,53,1,False
67324,39,1,False
67324,68,1,True
67324,61,2,True
67324,51,1,True
67324,26,1,False
67324,91,1,False
67324,44,1,True
67324,67,1,False
4619,93,1,True
4619,12,1,False
4619,61,1,False
13609,30,1,False
13609,6,1,False
13609,76,1,False
13609,86,1,True
13609,36,1,True
13609,99,1,True
13609,34,1,False
13609,67,1,True
18994,46,1,False
18994,76,1,False
18994,48,2,False
18994,69,1,True
18994,8,1,False
18994,36,1,True
18994,59,1,True
18994,79,1,False
18994,62,1,False
18994,49,1,True
18994,31,1,False
58949,44,1,True
58949,36,1,False
58949,93,1,True
58949,84,1,False
62431,60,1,False
62431,98,1,False
62431,24,1,True
62431,78,1,False
6588,60,1,True
6588,78,2,True
6588,92,1,True
6588,52,1,False
6588,42,2,True
23019,11,1,False
23019,23,1,True
23019,36,1,False
23019,16,1,False
23019,69,2,False
23019,95,1,False
23019,73,1,False
23019,100,1,False
23019,25,1,True
23019,93,1,True
23019,97,1,True
23019,81,2,True
23019,72,1,False
50494,95,1,True
50494,43,1,False
50494,67,1,True
50494,8,1,False
50494,78,1,False
50494,41,1,True
50494,38,1,False
50494,47,1,False
74691,68,1,False
7743,28,2,False
7743,91,1,False
7743,27,1,False
29708,98,1,True
29708,99,1,False
29708,22,1,True
29708,90,1,False
29708,84,1,False
29708,70,1,False
29708,24,1,True
29708,30,1,False
29708,4,2,False
29708,74,1,True
37033,10,1,False
37033,36,1,True
37510,73,1,False
37510,15,1,False
37510,37,1,True
37510,87,1,False
37510,46,1,True
37510,50,1,False
37510,88,1,False
37510,55,1,True
37510,6,1,True
37510,3,1,False
53013,25,1,True
53013,66,2,True
53013,84,1,True
53013,16,1,False
53013,99,1,True
53013,86,3,False
53013,76,1,False
53013,70,1,True
53013,89,1,True
53013,68,1,False
66677,64,2,False
6568,87,1,True
6568,47,1,True
6568,30,1,True
6568,11,1,False
6568,67,2,False
31729,17,1,True
31729,66,1,True
31729,68,2,False
31729,30,1,False
31729,94,3,True
39020,70,1,False
39020,71,2,False
39020,42,2,False
39020,59,1,False
74743,93,1,False
74743,47,1,True
74743,30,1,False
74743,42,1,False
21856,10,1,False
38322,79,1,False
38322,38,1,True
38322,93,1,False
38322,59,1,False
38322,21,1,False
38322,72,1,True
38322,34,1,False
38322,80,1,False
38322,16,1,False
38322,85,1,False
48338,17,1,False
48338,59,1,False
48338,73,1,False
48338,81,1,False
48338,72,1,False
48338,42,2,False
64938,94,1,True
64938,69,1,True
64938,82,1,False
64938,79,1,False
64938,44,1,True
64938,11,1,False
71480,94,1,False
71480,42,1,True
71480,58,1,False
71480,46,1,False
71480,50,1,True
71480,49,1,False
71480,21,2,True
10501,75,1,False
10501,83,1,False
10501,72,1,False
10501,37,2,False
10501,94,1,False
10501,68,1,False
28063,84,1,False
34119,4,1,False
34119,87,1,True
34119,97,1,False
34119,35,1,True
34119,74,1,False
34119,86,1,False
34119,91,1,False
39870,46,1,False
58479,94,1,False
61774,44,1,False
61774,42,1,True
61774,35,1,False
61774,25,1,False
61774,30,3,False
72804,16,1,True
72804,82,1,False
72804,41,1,True
72804,90,1,False
72804,5,1,False
72804,68,1,False
72804,33,2,False
72804,66,1,False
72804,1,1,False
72804,79,1,False
72804,27,2,False
4942,95,1,False
4942,99,2,False
4942,11,1,False
17239,81,1,False
17239,100,1,True
34160,97,1,True
34160,67,1,False
41748,50,1,True
50147,71,1,False
60904,44,1,False
60904,73,2,False
60904,1,1,False
60904,27,2,True
60904,93,1,True
51515,92,1,False
51515,26,1,True
51515,35,1,False
51515,41,1,False
51515,3,1,False
51515,20,1,False
61238,19,1,True
61238,100,1,True
61238,87,1,False
61238,83,1,True
61238,93,3,True
61238,8,1,True
61238,15,2,True
61238,55,1,True
10526,86,2,False
10526,93,1,False
10526,41,1,True
10526,50,2,True
10526,5,1,False
10526,72,1,False
10526,52,1,False
10526,29,1,True
10526,66,1,False
21972,94,1,True
21972,76,1,False
21972,6,1,True
21972,93,1,False
21972,64,1,False
21972,100,1,False
21972,89,1,True
21972,22,3,True
21972,65,1,True
21972,13,1,True
21972,19,1,True
21972,81,1,True
26720,33,3,True
26720,86,1,False
26720,66,1,False
26720,82,1,True
26720,50,1,True
26720,25,1,False
26720,27,1,True
26720,87,2,True
61409,13,1,False
61409,72,1,False
70174,22,2,False
70174,94,1,False
70174,74,1,False
70174,52,1,False
70174,66,1,False
70174,43,1,True
70174,9,1,False
70174,62,1,True
7535,33,1,False
7535,5,1,False
7535,94,2,False
9429,12,1,True
23175,64,1,False
23175,65,2,True
23175,94,1,False
23175,81,1,False
23175,67,1,False
23175,36,1,True
23175,69,1,False
41706,14,1,False
69907,68,1,False
69907,75,1,True
69907,1,1,False
69907,97,1,False
69907,71,1,True
69907,56,1,True
69907,42,2,False
11936,83,1,False
11936,80,2,True
11936,52,1,True
11936,68,1,False
11936,31,1,False
29570,17,1,False
29570,73,1,False
29570,36,1,False
29570,69,1,True
29570,94,1,True
29570,14,2,True
29570,66,1,False
42665,37,2,False
42665,30,1,True
42665,11,1,False
42665,62,1,False
42665,28,1,True
53072,86,1,True
53072,59,1,False
53072,28,1,False
53072,16,2,False
53072,57,1,False
53072,99,1,True
66010,65,1,False
66010,90,1,True
68567,37,1,False
68567,75,1,False
68567,100,1,False
47151,4,1,False
2829,98,2,False
2829,91,1,True
2829,67,2,False
2829,83,1,True
2829,73,1,False
2829,36,1,True
2829,90,1,False
2829,27,1,True
11212,69,2,False
11212,50,2,False
11212,66,1,False
35170,76,1,True
54033,93,1,False
66676,76,1,False
68104,47,1,False
31469,52,1,True
31469,37,1,True
31469,44,1,False
31469,83,1,False
31469,27,1,False
31469,67,1,False
56635,84,1,False
56635,82,1,False
66593,66,1,False
3231,40,1,True
35267,6,1,False
35267,62,1,True
35267,31,1,True
35267,43,1,False
40494,66,1,False
40494,41,1,False
40494,99,2,True
40494,30,2,False
40494,80,3,True
40494,76,1,True
40494,25,1,True
40494,84,1,True
40494,33,1,False
40494,36,1,True
40494,55,1,True
45469,20,1,False
62190,24,1,False
62190,66,2,False
62190,50,1,False
62190,91,1,True
62190,57,1,False
62190,61,1,True
62190,93,1,True
62190,98,1,False
62190,61,1,False
62190,47,1,True
62190,84,2,False
62190,60,2,False
62190,36,1,True
62190,50,1,False
13055,5,1,False
30941,62,1,False
43173,38,1,False
43173,73,1,True
68268,35,1,False
68268,52,1,False
68268,86,1,True
68268,29,1,False
2835,67,1,False
16373,92,1,True
16373,86,1,True
16373,79,1,True
16373,59,1,False
16373,98,1,False
16373,37,1,False
16373,22,1,True
16373,49,1,True
16373,20,1,False
27518,70,2,False
40627,44,1,False
40627,67,2,False
40627,66,1,True
40627,34,2,True
40627,1,1,True
52014,49,1,False
52014,31,1,True
52014,47,1,False
52014,78,1,False
52014,68,1,False
52014,10,1,True
52014,99,1,True
71123,47,2,False
71123,10,3,False
71123,100,1,False
71123,39,1,False
71123,64,1,False
71123,70,1,False
71123,23,1,False
71123,17,1,True
12521,11,1,True
12521,27,1,False
12521,99,1,False
12521,62,1,False
12521,50,1,True
12521,6,1,True
12521,71,1,True
16330,62,1,True
16330,93,1,False
16330,73,1,False
16330,99,1,True
16330,68,1,False
16330,100,3,False
16330,95,1,False
26108,42,1,False
26108,50,1,True
26108,30,1,True
26108,32,1,True
35343,1,1,False
35343,20,1,False
35343,98,1,True
35343,6,1,False
35343,42,1,True
35343,27,1,True
35343,97,1,False
58076,100,1,True
58076,27,2,False
58076,3,1,True
60569,21,2,False
60569,69,1,True
72990,14,2,False
2065,93,1,False
2065,94,1,False
2065,44,2,False
2065,17,1,False
2065,37,1,False
2065,1,2,False
2065,38,1,False
10003,87,1,True
10003,93,1,False
10003,36,1,True
10003,73,1,False
10003,19,1,False
10003,11,1,False
27993,5,1,True
27993,41,1,True
30010,11,1,False
30010,76,1,False
30010,30,1,False
57948,99,1,False
57948,31,1,False
57948,11,1,False
57948,3,1,True
57948,91,1,True
57948,64,1,False
63308,69,1,False
63308,10,2,True
63308,81,1,False
63308,99,1,False
63308,79,1,True
68411,69,1,False
54363,49,1,False
54363,84,2,False
54363,92,2,False
54363,53,1,False
54363,13,1,False
54363,14,1,True
54363,66,3,False
61080,30,1,True
61080,15,1,False
61080,27,1,True
61080,58,1,False
61080,60,3,False
21774,19,1,True
21774,90,1,False
21774,50,1,True
21774,88,1,False
21774,7,1,False
21774,78,2,False
21774,65,1,True
21774,37,1,True
21774,39,1,True
21774,92,3,False
52127,30,1,True
52127,9,1,False
52127,11,2,False
52127,35,1,False
52127,72,2,False
52127,69,1,True
52127,15,2,False
52127,90,1,False
52127,68,1,True
52127,43,2,False
52127,66,1,False
52127,10,1,True
60309,11,1,False
60309,65,1,False
60309,20,1,True
69640,5,1,False
69640,100,1,True
69640,58,1,True
231,1,2,False
231,70,1,False
231,40,1,True
231,53,1,True
231,41,1,False
231,83,1,True
13381,44,1,True
22445,5,1,False
22445,51,1,True
22445,70,1,False
22445,56,1,False
22445,53,1,True
54696,8,1,True
54696,50,1,False
62081,32,1,False
14771,4,1,False
37368,62,1,False
37368,55,1,False
60375,84,2,False
60375,82,1,False
14836,14,2,True
14836,36,1,True
14836,46,1,False
14836,92,1,False
14836,33,2,False
14836,28,1,True
14836,69,1,False
14836,16,1,True
22434,53,1,True
22434,90,1,True
22434,22,1,False
22434,5,1,True
22434,87,1,False
22434,25,1,True
33053,65,2,False
52686,62,1,False
52686,38,2,True
52686,28,1,False
52686,50,1,True
52686,4,1,False
60855,19,1,False
74895,7,1,False
74895,97,2,False
74895,11,2,True
74895,46,1,False
74895,8,1,True
1662,8,2,False
1662,49,1,True
1662,58,1,False
1662,2,1,False
13009,68,2,False
19763,6,2,False
19763,33,1,False
19763,34,1,True
19763,52,1,True
19763,37,1,False
36935,68,1,False
36935,71,1,False
36935,47,1,False
36935,27,1,False
36935,81,1,True
36935,98,1,False
